userid,transaction,region,transaction_date,product_category,sell_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price
U04072,TXN104072,East,2025-02-05,Home,18207.0,Pending,Jaipur,61,Basic,2025-02-05 19:07:00,user4072@example.com,user4072,3034.5,S004,6,25,P2993,Low,4046
U04073,TXN104073,North,2025-01-19,Home,29953.0,Completed,Bengaluru,34,Basic,2025-01-19 14:00:00,user4073@example.com,user4073,4279.0,S051,7,0,P3820,Urgent,4279
U04074,TXN104074,South,2025-01-29,Books,12045.0,Completed,Bengaluru,68,Free,2025-01-29 05:02:00,user4074@example.com,user4074,4015.0,S002,3,0,P5633,Medium,4015
U04075,TXN104075,South,2026-04-01,Home,5293.4,Failed,Mumbai,37,Premium,2026-04-01 00:43:00,user4075@example.com,user4075,756.2,S057,7,5,P6039,High,796
U04076,TXN104076,East,2025-04-06,Grocery,2428.2,Pending,Mumbai,68,Premium,2025-04-06 18:41:00,user4076@example.com,user4076,2428.2,S073,1,10,P7638,Low,2698
U04077,TXN104077,West,2025-10-13,Sports,23257.5,Completed,Jaipur,28,Premium,2025-10-13 21:27:00,user4077@example.com,user4077,2325.75,S085,10,25,P7455,Urgent,3101
U04078,TXN104078,South,2025-09-09,Electronics,733.5,Pending,Bengaluru,59,Premium,2025-09-09 12:11:00,user4078@example.com,user4078,146.7,S060,5,10,P2070,Urgent,163
U04079,TXN104079,West,2025-06-15,Home,8409.6,Pending,Pune,23,Basic,2025-06-15 18:32:00,user4079@example.com,user4079,1051.2,S056,8,20,P1021,Urgent,1314
U04080,TXN104080,South,2026-03-21,Sports,2772.9,Failed,Kolkata,24,Basic,2026-03-21 12:34:00,user4080@example.com,user4080,2772.9,S042,1,10,P8245,Medium,3081
U04081,TXN104081,East,2025-03-07,Books,5875.2,Completed,Pune,47,Basic,2025-03-07 03:54:00,user4081@example.com,user4081,734.4,S097,8,10,P8758,Low,816
U04082,TXN104082,East,2025-07-24,Books,5377.0,Refunded,Hyderabad,20,Basic,2025-07-24 16:57:00,user4082@example.com,user4082,1344.25,S006,4,5,P7071,High,1415
U04083,TXN104083,South,2025-07-06,Home,17405.0,Failed,Chennai,29,Basic,2025-07-06 16:54:00,user4083@example.com,user4083,3481.0,S069,5,0,P2572,High,3481
U04084,TXN104084,West,2026-04-17,Books,16601.2,Completed,Bengaluru,67,Basic,2026-04-17 08:24:00,user4084@example.com,user4084,2371.6,S099,7,30,P2761,Medium,3388
U04085,TXN104085,South,2025-05-26,Fashion,875.0,Completed,Hyderabad,31,Basic,2025-05-26 12:08:00,user4085@example.com,user4085,875.0,S074,1,0,P3603,Low,875
U04086,TXN104086,South,2025-08-23,Books,1134.0,Refunded,Hyderabad,64,Free,2025-08-23 06:55:00,user4086@example.com,user4086,141.75,S036,8,25,P1325,Urgent,189
U04087,TXN104087,North,2025-01-20,Home,6694.6,Pending,Kolkata,54,Free,2025-01-20 19:22:00,user4087@example.com,user4087,1673.65,S072,4,15,P4005,Low,1969
U04088,TXN104088,East,2026-04-10,Books,4182.0,Refunded,Mumbai,68,Premium,2026-04-10 02:51:00,user4088@example.com,user4088,697.0,S098,6,0,P8722,Medium,697
U04089,TXN104089,South,2025-02-19,Home,9131.4,Failed,Delhi,69,Basic,2025-02-19 13:40:00,user4089@example.com,user4089,2282.85,S089,4,5,P3781,Urgent,2403
U04090,TXN104090,North,2025-08-06,Grocery,4159.0,Failed,Mumbai,55,Basic,2025-08-06 10:40:00,user4090@example.com,user4090,4159.0,S007,1,0,P8776,Urgent,4159
U04091,TXN104091,East,2025-12-13,Fashion,26195.4,Refunded,Bengaluru,33,Premium,2025-12-13 07:49:00,user4091@example.com,user4091,2910.6,S011,9,30,P1681,Medium,4158
U04092,TXN104092,North,2025-11-12,Grocery,3924.0,Failed,Chennai,28,Free,2025-11-12 10:08:00,user4092@example.com,user4092,3924.0,S083,1,10,P4025,Low,4360
U04093,TXN104093,South,2026-01-16,Fashion,22134.0,Pending,Delhi,27,Basic,2026-01-16 23:18:00,user4093@example.com,user4093,3162.0,S092,7,25,P7113,High,4216
U04094,TXN104094,East,2025-07-21,Books,18659.2,Failed,Chennai,45,Premium,2025-07-21 06:55:00,user4094@example.com,user4094,2665.6,S052,7,20,P2502,Medium,3332
U04095,TXN104095,East,2026-03-16,Grocery,8060.0,Pending,Delhi,69,Premium,2026-03-16 03:59:00,user4095@example.com,user4095,1612.0,S064,5,20,P1315,Urgent,2015
U04096,TXN104096,East,2026-02-22,Electronics,25404.8,Refunded,Pune,38,Free,2026-02-22 05:11:00,user4096@example.com,user4096,3175.6,S041,8,15,P2850,High,3736
U04097,TXN104097,West,2025-12-19,Electronics,3321.0,Completed,Delhi,28,Basic,2025-12-19 20:29:00,user4097@example.com,user4097,830.25,S024,4,25,P1691,Low,1107
U04098,TXN104098,South,2025-05-02,Home,2050.2,Refunded,Pune,19,Basic,2025-05-02 19:40:00,user4098@example.com,user4098,227.8,S067,9,15,P6257,High,268
U04099,TXN104099,West,2025-03-10,Home,12033.9,Refunded,Delhi,41,Basic,2025-03-10 01:14:00,user4099@example.com,user4099,4011.3,S060,3,10,P3410,Medium,4457
U04100,TXN104100,North,2026-04-27,Home,27587.0,Refunded,Kolkata,63,Free,2026-04-27 03:24:00,user4100@example.com,user4100,3941.0,S047,7,0,P5679,Low,3941
U04101,TXN104101,East,2025-02-19,Home,12869.5,Refunded,Bengaluru,21,Free,2025-02-19 09:40:00,user4101@example.com,user4101,2573.9,S087,5,30,P4390,High,3677
U04102,TXN104102,East,2025-10-18,Sports,18882.0,Completed,Kolkata,28,Free,2025-10-18 09:30:00,user4102@example.com,user4102,2360.25,S044,8,25,P3275,Medium,3147
U04103,TXN104103,West,2025-07-01,Fashion,2443.5,Completed,Chennai,25,Premium,2025-07-01 05:01:00,user4103@example.com,user4103,2443.5,S016,1,10,P5329,Low,2715
U04104,TXN104104,West,2025-05-24,Electronics,25860.0,Pending,Chennai,35,Premium,2025-05-24 19:11:00,user4104@example.com,user4104,2586.0,S067,10,0,P1577,Low,2586
U04105,TXN104105,North,2025-02-03,Fashion,24624.0,Completed,Chennai,59,Free,2025-02-03 07:15:00,user4105@example.com,user4105,2736.0,S027,9,25,P5043,Low,3648
U04106,TXN104106,East,2026-05-01,Home,2210.4,Pending,Delhi,45,Free,2026-05-01 00:04:00,user4106@example.com,user4106,245.6,S029,9,20,P7407,High,307
U04107,TXN104107,North,2026-04-09,Sports,6923.25,Completed,Hyderabad,39,Free,2026-04-09 09:15:00,user4107@example.com,user4107,769.25,S083,9,15,P8351,High,905
U04108,TXN104108,South,2025-04-23,Electronics,8881.2,Completed,Bengaluru,60,Premium,2025-04-23 06:39:00,user4108@example.com,user4108,4440.6,S050,2,10,P7256,High,4934
U04109,TXN104109,East,2025-12-04,Sports,4524.8,Failed,Jaipur,47,Basic,2025-12-04 15:53:00,user4109@example.com,user4109,565.6,S068,8,20,P4493,Low,707
U04110,TXN104110,North,2025-09-01,Grocery,7783.2,Pending,Bengaluru,66,Free,2025-09-01 09:45:00,user4110@example.com,user4110,972.9,S096,8,10,P3874,Low,1081
U04111,TXN104111,North,2025-05-20,Electronics,17311.0,Completed,Pune,24,Basic,2025-05-20 03:02:00,user4111@example.com,user4111,2473.0,S029,7,0,P8789,High,2473
U04112,TXN104112,East,2025-03-27,Sports,1156.5,Failed,Kolkata,70,Premium,2025-03-27 09:06:00,user4112@example.com,user4112,1156.5,S047,1,10,P2873,Medium,1285
U04113,TXN104113,North,2026-01-31,Home,10509.0,Pending,Delhi,21,Basic,2026-01-31 21:01:00,user4113@example.com,user4113,3503.0,S079,3,0,P8420,Low,3503
U04114,TXN104114,South,2025-03-11,Books,34299.0,Refunded,Delhi,48,Basic,2025-03-11 20:58:00,user4114@example.com,user4114,3811.0,S098,9,0,P9616,Low,3811
U04115,TXN104115,West,2025-09-30,Home,943.5,Failed,Chennai,39,Basic,2025-09-30 15:50:00,user4115@example.com,user4115,943.5,S060,1,15,P8570,Low,1110
U04116,TXN104116,North,2026-01-29,Grocery,9159.75,Failed,Mumbai,65,Free,2026-01-29 19:45:00,user4116@example.com,user4116,3053.25,S045,3,25,P7825,High,4071
U04117,TXN104117,West,2026-02-05,Books,15310.0,Pending,Kolkata,48,Basic,2026-02-05 07:22:00,user4117@example.com,user4117,3062.0,S038,5,0,P2234,High,3062
U04118,TXN104118,East,2025-10-06,Home,23202.0,Completed,Pune,42,Premium,2025-10-06 21:26:00,user4118@example.com,user4118,2900.25,S028,8,25,P7575,Medium,3867
U04119,TXN104119,North,2025-04-12,Electronics,10179.0,Failed,Mumbai,52,Premium,2025-04-12 17:51:00,user4119@example.com,user4119,3393.0,S084,3,10,P1523,Urgent,3770
U04120,TXN104120,North,2025-04-05,Grocery,12521.0,Pending,Mumbai,22,Basic,2025-04-05 18:12:00,user4120@example.com,user4120,1252.1,S032,10,5,P7493,Low,1318
U04121,TXN104121,South,2025-09-26,Books,8139.6,Completed,Bengaluru,39,Premium,2025-09-26 21:52:00,user4121@example.com,user4121,1356.6,S043,6,15,P3603,Low,1596
U04122,TXN104122,South,2025-09-30,Sports,7854.0,Completed,Chennai,38,Basic,2025-09-30 22:24:00,user4122@example.com,user4122,1963.5,S100,4,25,P4003,Medium,2618
U04123,TXN104123,North,2025-02-12,Home,8557.5,Failed,Jaipur,67,Free,2025-02-12 23:42:00,user4123@example.com,user4123,1711.5,S038,5,25,P2364,Low,2282
U04124,TXN104124,East,2025-01-11,Sports,5967.0,Pending,Hyderabad,61,Free,2025-01-11 01:09:00,user4124@example.com,user4124,2983.5,S004,2,25,P1415,Urgent,3978
U04125,TXN104125,South,2025-11-08,Grocery,5936.0,Failed,Jaipur,32,Basic,2025-11-08 10:45:00,user4125@example.com,user4125,1187.2,S053,5,20,P5033,Medium,1484
U04126,TXN104126,East,2026-01-31,Fashion,5868.0,Failed,Bengaluru,68,Premium,2026-01-31 17:49:00,user4126@example.com,user4126,2934.0,S046,2,25,P3809,Medium,3912
U04127,TXN104127,North,2025-12-25,Books,32263.0,Failed,Delhi,55,Free,2025-12-25 17:27:00,user4127@example.com,user4127,4609.0,S012,7,0,P1290,Low,4609
U04128,TXN104128,West,2025-12-04,Sports,3796.2,Refunded,Chennai,24,Premium,2025-12-04 11:21:00,user4128@example.com,user4128,632.7,S016,6,5,P7434,Urgent,666
U04129,TXN104129,North,2025-06-26,Home,13220.2,Pending,Chennai,44,Premium,2025-06-26 09:08:00,user4129@example.com,user4129,3305.05,S057,4,5,P7812,Urgent,3479
U04130,TXN104130,East,2026-04-27,Grocery,2300.0,Pending,Kolkata,53,Basic,2026-04-27 00:31:00,user4130@example.com,user4130,460.0,S055,5,20,P8964,Urgent,575
U04131,TXN104131,North,2025-04-10,Sports,10850.25,Refunded,Hyderabad,62,Basic,2025-04-10 18:37:00,user4131@example.com,user4131,2170.05,S018,5,15,P4614,Urgent,2553
U04132,TXN104132,West,2025-05-21,Fashion,5913.6,Failed,Bengaluru,55,Basic,2025-05-21 14:40:00,user4132@example.com,user4132,739.2,S079,8,30,P4281,High,1056
U04133,TXN104133,West,2025-11-09,Grocery,1933.75,Pending,Bengaluru,29,Premium,2025-11-09 07:45:00,user4133@example.com,user4133,386.75,S037,5,15,P3076,Medium,455
U04134,TXN104134,West,2025-10-26,Books,8852.0,Pending,Chennai,34,Basic,2025-10-26 06:32:00,user4134@example.com,user4134,1770.4,S051,5,20,P9532,Urgent,2213
U04135,TXN104135,South,2025-06-13,Home,27892.0,Pending,Chennai,43,Free,2025-06-13 23:21:00,user4135@example.com,user4135,2789.2,S070,10,5,P4590,Medium,2936
U04136,TXN104136,North,2025-06-24,Fashion,7663.6,Completed,Jaipur,41,Basic,2025-06-24 05:36:00,user4136@example.com,user4136,1915.9,S058,4,15,P2083,Urgent,2254
U04137,TXN104137,South,2025-10-14,Electronics,14064.0,Completed,Kolkata,30,Premium,2025-10-14 15:23:00,user4137@example.com,user4137,2812.8,S062,5,20,P6932,High,3516
U04138,TXN104138,West,2025-12-17,Electronics,1604.8,Completed,Chennai,20,Free,2025-12-17 10:56:00,user4138@example.com,user4138,401.2,S072,4,15,P5959,Urgent,472
U04139,TXN104139,North,2026-01-16,Grocery,3659.25,Pending,Pune,57,Premium,2026-01-16 15:47:00,user4139@example.com,user4139,1219.75,S076,3,15,P4912,Low,1435
U04140,TXN104140,West,2025-11-27,Sports,3308.0,Pending,Pune,44,Premium,2025-11-27 14:27:00,user4140@example.com,user4140,3308.0,S091,1,20,P9926,Urgent,4135
U04141,TXN104141,East,2026-02-21,Grocery,19976.0,Failed,Jaipur,46,Basic,2026-02-21 07:49:00,user4141@example.com,user4141,1997.6,S095,10,20,P8432,Low,2497
U04142,TXN104142,North,2026-01-16,Electronics,7977.6,Failed,Jaipur,23,Basic,2026-01-16 00:43:00,user4142@example.com,user4142,997.2,S036,8,10,P9709,Medium,1108
U04143,TXN104143,South,2025-10-31,Books,1022.4,Pending,Hyderabad,66,Basic,2025-10-31 06:06:00,user4143@example.com,user4143,255.6,S033,4,10,P3594,High,284
U04144,TXN104144,West,2025-09-07,Fashion,10858.4,Refunded,Pune,57,Basic,2025-09-07 00:05:00,user4144@example.com,user4144,1357.3,S043,8,30,P2834,Low,1939
U04145,TXN104145,West,2025-11-21,Books,288.9,Pending,Jaipur,20,Premium,2025-11-21 05:32:00,user4145@example.com,user4145,288.9,S079,1,10,P5373,High,321
U04146,TXN104146,South,2025-01-14,Electronics,4123.0,Refunded,Delhi,61,Basic,2025-01-14 22:42:00,user4146@example.com,user4146,2061.5,S037,2,5,P4874,Low,2170
U04147,TXN104147,North,2025-04-05,Home,19989.0,Refunded,Hyderabad,62,Basic,2025-04-05 16:56:00,user4147@example.com,user4147,3331.5,S044,6,25,P7555,Medium,4442
U04148,TXN104148,West,2025-02-01,Grocery,8725.5,Completed,Chennai,59,Premium,2025-02-01 07:30:00,user4148@example.com,user4148,1745.1,S047,5,10,P1833,Urgent,1939
U04149,TXN104149,South,2025-03-20,Grocery,4522.0,Refunded,Bengaluru,29,Premium,2025-03-20 19:48:00,user4149@example.com,user4149,646.0,S078,7,15,P6647,Low,760
U04150,TXN104150,West,2025-01-12,Books,1980.0,Pending,Kolkata,61,Premium,2025-01-12 08:47:00,user4150@example.com,user4150,990.0,S007,2,25,P1640,Medium,1320
U04151,TXN104151,West,2026-02-11,Sports,3251.0,Failed,Mumbai,40,Premium,2026-02-11 10:39:00,user4151@example.com,user4151,3251.0,S024,1,0,P2868,High,3251
U04152,TXN104152,West,2025-01-12,Fashion,16832.0,Refunded,Pune,19,Basic,2025-01-12 01:00:00,user4152@example.com,user4152,1683.2,S061,10,20,P5508,Urgent,2104
U04153,TXN104153,South,2025-04-09,Electronics,27412.0,Refunded,Jaipur,63,Free,2025-04-09 06:39:00,user4153@example.com,user4153,3426.5,S034,8,30,P3816,Low,4895
U04154,TXN104154,South,2025-10-22,Grocery,6821.0,Completed,Mumbai,44,Basic,2025-10-22 21:14:00,user4154@example.com,user4154,682.1,S050,10,5,P8891,High,718
U04155,TXN104155,North,2025-12-06,Books,7859.95,Failed,Bengaluru,44,Free,2025-12-06 20:52:00,user4155@example.com,user4155,1122.85,S060,7,15,P3749,High,1321
U04156,TXN104156,South,2025-12-17,Sports,12082.5,Completed,Jaipur,34,Basic,2025-12-17 11:34:00,user4156@example.com,user4156,2416.5,S046,5,25,P5796,High,3222
U04157,TXN104157,East,2026-02-05,Home,1503.6,Refunded,Kolkata,23,Premium,2026-02-05 05:24:00,user4157@example.com,user4157,375.9,S043,4,30,P2972,Medium,537
U04158,TXN104158,South,2025-06-25,Fashion,11081.7,Pending,Pune,49,Free,2025-06-25 05:23:00,user4158@example.com,user4158,1583.1,S079,7,10,P1905,High,1759
U04159,TXN104159,West,2025-08-03,Books,11970.0,Failed,Jaipur,20,Basic,2025-08-03 18:27:00,user4159@example.com,user4159,1995.0,S046,6,25,P4825,Urgent,2660
U04160,TXN104160,East,2025-04-10,Home,25842.6,Failed,Delhi,67,Basic,2025-04-10 05:26:00,user4160@example.com,user4160,2871.4,S064,9,30,P1494,Low,4102
U04161,TXN104161,North,2025-01-23,Books,19646.9,Completed,Hyderabad,63,Free,2025-01-23 01:25:00,user4161@example.com,user4161,2806.7,S003,7,15,P5790,Low,3302
U04162,TXN104162,West,2025-03-25,Home,1280.0,Failed,Hyderabad,26,Basic,2025-03-25 11:40:00,user4162@example.com,user4162,640.0,S002,2,20,P5475,High,800
U04163,TXN104163,North,2025-11-03,Grocery,3661.5,Failed,Chennai,30,Free,2025-11-03 08:23:00,user4163@example.com,user4163,3661.5,S061,1,25,P9815,High,4882
U04164,TXN104164,West,2025-04-05,Fashion,2541.0,Refunded,Chennai,50,Basic,2025-04-05 20:23:00,user4164@example.com,user4164,2541.0,S018,1,0,P7386,High,2541
U04165,TXN104165,East,2025-07-28,Home,3427.2,Refunded,Bengaluru,34,Free,2025-07-28 08:54:00,user4165@example.com,user4165,1142.4,S009,3,15,P9948,Medium,1344
U04166,TXN104166,East,2025-09-18,Home,5161.6,Pending,Chennai,42,Free,2025-09-18 17:46:00,user4166@example.com,user4166,1290.4,S095,4,20,P6596,Urgent,1613
U04167,TXN104167,North,2025-07-15,Home,709.75,Pending,Chennai,40,Premium,2025-07-15 03:28:00,user4167@example.com,user4167,141.95,S024,5,15,P7336,Low,167
U04168,TXN104168,East,2025-02-23,Home,1716.3,Pending,Jaipur,44,Premium,2025-02-23 08:51:00,user4168@example.com,user4168,1716.3,S094,1,10,P2326,Low,1907
U04169,TXN104169,South,2025-04-15,Home,16452.0,Refunded,Hyderabad,28,Premium,2025-04-15 18:16:00,user4169@example.com,user4169,4113.0,S006,4,0,P2983,Medium,4113
U04170,TXN104170,West,2026-01-27,Home,2203.2,Completed,Kolkata,64,Premium,2026-01-27 09:41:00,user4170@example.com,user4170,734.4,S061,3,10,P7565,Urgent,816
U04171,TXN104171,North,2026-03-02,Books,12257.85,Completed,Jaipur,64,Basic,2026-03-02 22:01:00,user4171@example.com,user4171,4085.95,S090,3,15,P8189,High,4807
U04172,TXN104172,North,2025-06-08,Fashion,10422.0,Refunded,Chennai,38,Premium,2025-06-08 07:25:00,user4172@example.com,user4172,1158.0,S070,9,0,P1912,Low,1158
U04173,TXN104173,West,2025-08-26,Home,9795.0,Failed,Hyderabad,70,Free,2025-08-26 12:54:00,user4173@example.com,user4173,979.5,S006,10,25,P8839,Urgent,1306
U04174,TXN104174,North,2025-07-29,Fashion,4804.5,Failed,Jaipur,20,Premium,2025-07-29 16:56:00,user4174@example.com,user4174,2402.25,S046,2,25,P3783,High,3203
U04175,TXN104175,South,2025-01-02,Home,38368.0,Refunded,Jaipur,21,Free,2025-01-02 18:36:00,user4175@example.com,user4175,4796.0,S028,8,0,P8839,Low,4796
U04176,TXN104176,East,2025-11-05,Sports,1954.8,Completed,Kolkata,63,Basic,2025-11-05 13:55:00,user4176@example.com,user4176,488.7,S040,4,10,P7829,High,543
U04177,TXN104177,North,2025-06-10,Electronics,4184.0,Refunded,Mumbai,20,Premium,2025-06-10 17:58:00,user4177@example.com,user4177,2092.0,S014,2,20,P8608,Low,2615
U04178,TXN104178,West,2025-02-02,Electronics,20608.0,Refunded,Chennai,24,Basic,2025-02-02 19:16:00,user4178@example.com,user4178,2944.0,S024,7,0,P4668,Urgent,2944
U04179,TXN104179,East,2025-02-15,Home,39540.0,Failed,Jaipur,56,Premium,2025-02-15 22:12:00,user4179@example.com,user4179,3954.0,S055,10,0,P2814,Medium,3954
U04180,TXN104180,West,2025-07-23,Electronics,31334.4,Pending,Chennai,46,Premium,2025-07-23 11:57:00,user4180@example.com,user4180,3916.8,S088,8,15,P8011,High,4608
U04181,TXN104181,East,2025-04-18,Books,12402.25,Completed,Chennai,18,Premium,2025-04-18 18:38:00,user4181@example.com,user4181,1771.75,S032,7,5,P9169,Urgent,1865
U04182,TXN104182,North,2026-03-23,Home,18104.8,Completed,Mumbai,37,Basic,2026-03-23 09:53:00,user4182@example.com,user4182,2586.4,S001,7,20,P1707,High,3233
U04183,TXN104183,West,2025-03-13,Home,20853.0,Pending,Mumbai,51,Premium,2025-03-13 22:21:00,user4183@example.com,user4183,2085.3,S082,10,10,P2592,Medium,2317
U04184,TXN104184,North,2025-07-13,Grocery,2030.4,Refunded,Bengaluru,38,Premium,2025-07-13 11:04:00,user4184@example.com,user4184,253.8,S016,8,10,P2375,Urgent,282
U04185,TXN104185,South,2026-01-11,Home,11520.0,Pending,Mumbai,33,Premium,2026-01-11 23:16:00,user4185@example.com,user4185,1440.0,S069,8,10,P2662,Low,1600
U04186,TXN104186,West,2025-03-18,Grocery,9373.5,Failed,Chennai,27,Free,2025-03-18 21:16:00,user4186@example.com,user4186,1874.7,S018,5,10,P4976,High,2083
U04187,TXN104187,North,2026-03-31,Books,16309.6,Pending,Delhi,40,Premium,2026-03-31 20:16:00,user4187@example.com,user4187,2038.7,S061,8,5,P7162,Medium,2146
U04188,TXN104188,North,2025-09-15,Home,12517.2,Refunded,Delhi,63,Free,2025-09-15 18:23:00,user4188@example.com,user4188,3129.3,S008,4,10,P6836,Low,3477
U04189,TXN104189,North,2025-02-07,Electronics,17556.0,Pending,Kolkata,50,Basic,2025-02-07 23:27:00,user4189@example.com,user4189,3511.2,S078,5,5,P3264,Medium,3696
U04190,TXN104190,West,2025-04-12,Sports,22608.6,Failed,Jaipur,44,Basic,2025-04-12 11:59:00,user4190@example.com,user4190,3229.8,S028,7,30,P5493,Medium,4614
U04191,TXN104191,South,2025-06-22,Electronics,46113.0,Refunded,Pune,34,Premium,2025-06-22 02:55:00,user4191@example.com,user4191,4611.3,S049,10,5,P8249,High,4854
U04192,TXN104192,West,2025-09-16,Home,23306.4,Completed,Pune,41,Basic,2025-09-16 19:10:00,user4192@example.com,user4192,2589.6,S006,9,20,P7157,Low,3237
U04193,TXN104193,East,2025-10-10,Sports,17267.2,Failed,Hyderabad,58,Basic,2025-10-10 23:26:00,user4193@example.com,user4193,2158.4,S059,8,5,P7199,Urgent,2272
U04194,TXN104194,West,2026-04-18,Sports,8976.8,Refunded,Mumbai,18,Basic,2026-04-18 08:52:00,user4194@example.com,user4194,2244.2,S008,4,30,P9295,Low,3206
U04195,TXN104195,South,2025-02-10,Grocery,14779.8,Refunded,Jaipur,68,Premium,2025-02-10 07:51:00,user4195@example.com,user4195,1642.2,S086,9,15,P9020,Urgent,1932
U04196,TXN104196,West,2026-03-11,Books,10319.85,Pending,Kolkata,38,Basic,2026-03-11 12:21:00,user4196@example.com,user4196,1146.65,S052,9,5,P4640,Urgent,1207
U04197,TXN104197,East,2025-08-29,Books,756.9,Pending,Bengaluru,43,Free,2025-08-29 18:37:00,user4197@example.com,user4197,756.9,S073,1,10,P8893,High,841
U04198,TXN104198,West,2025-10-05,Books,3447.2,Failed,Kolkata,69,Free,2025-10-05 01:52:00,user4198@example.com,user4198,3447.2,S046,1,20,P5726,Low,4309
U04199,TXN104199,West,2025-06-08,Books,14848.0,Completed,Mumbai,19,Basic,2025-06-08 22:27:00,user4199@example.com,user4199,1856.0,S008,8,0,P3801,Medium,1856
U04200,TXN104200,North,2025-07-11,Books,12524.8,Completed,Pune,55,Basic,2025-07-11 01:05:00,user4200@example.com,user4200,3131.2,S027,4,20,P4426,Urgent,3914
U04201,TXN104201,North,2025-04-10,Sports,15840.0,Failed,Kolkata,62,Basic,2025-04-10 21:40:00,user4201@example.com,user4201,3168.0,S023,5,25,P3055,Medium,4224
U04202,TXN104202,East,2025-01-06,Fashion,9870.0,Failed,Mumbai,42,Premium,2025-01-06 09:22:00,user4202@example.com,user4202,2467.5,S035,4,25,P2875,Low,3290
U04203,TXN104203,East,2025-03-29,Books,24270.4,Pending,Hyderabad,51,Basic,2025-03-29 17:11:00,user4203@example.com,user4203,3033.8,S051,8,30,P2593,Urgent,4334
U04204,TXN104204,South,2025-12-12,Fashion,40298.5,Completed,Chennai,50,Premium,2025-12-12 00:41:00,user4204@example.com,user4204,4029.85,S016,10,15,P1020,Medium,4741
U04205,TXN104205,East,2025-03-28,Grocery,8641.2,Failed,Bengaluru,64,Basic,2025-03-28 15:35:00,user4205@example.com,user4205,1080.15,S034,8,5,P4331,Medium,1137
U04206,TXN104206,West,2026-02-02,Grocery,1351.5,Pending,Chennai,47,Premium,2026-02-02 17:05:00,user4206@example.com,user4206,1351.5,S086,1,15,P6867,Medium,1590
U04207,TXN104207,South,2026-01-08,Home,2072.25,Failed,Mumbai,49,Premium,2026-01-08 02:47:00,user4207@example.com,user4207,690.75,S093,3,25,P4499,Urgent,921
U04208,TXN104208,North,2025-02-23,Grocery,17165.75,Pending,Pune,54,Premium,2025-02-23 08:35:00,user4208@example.com,user4208,3433.15,S046,5,15,P6745,Low,4039
U04209,TXN104209,North,2026-04-29,Fashion,2785.5,Pending,Delhi,21,Basic,2026-04-29 14:42:00,user4209@example.com,user4209,464.25,S037,6,25,P3675,Urgent,619
U04210,TXN104210,North,2025-11-01,Books,6533.8,Completed,Hyderabad,66,Free,2025-11-01 20:23:00,user4210@example.com,user4210,3266.9,S080,2,30,P9097,Low,4667
U04211,TXN104211,North,2025-03-24,Fashion,6626.25,Failed,Pune,25,Basic,2025-03-24 01:09:00,user4211@example.com,user4211,1325.25,S091,5,25,P4891,Urgent,1767
U04212,TXN104212,West,2025-11-25,Home,6764.4,Completed,Chennai,48,Basic,2025-11-25 11:10:00,user4212@example.com,user4212,1691.1,S024,4,10,P3798,Medium,1879
U04213,TXN104213,East,2025-11-25,Sports,12930.0,Completed,Hyderabad,37,Premium,2025-11-25 10:14:00,user4213@example.com,user4213,1293.0,S069,10,25,P4779,High,1724
U04214,TXN104214,South,2026-04-29,Grocery,4120.8,Failed,Chennai,37,Free,2026-04-29 14:19:00,user4214@example.com,user4214,515.1,S081,8,15,P2078,Urgent,606
U04215,TXN104215,West,2026-03-25,Home,7340.0,Refunded,Pune,30,Basic,2026-03-25 11:17:00,user4215@example.com,user4215,1835.0,S036,4,0,P5633,High,1835
U04216,TXN104216,South,2025-06-19,Grocery,17658.6,Refunded,Pune,29,Premium,2025-06-19 01:10:00,user4216@example.com,user4216,2943.1,S071,6,5,P7551,Low,3098
U04217,TXN104217,North,2025-05-01,Books,18414.0,Pending,Pune,59,Free,2025-05-01 14:32:00,user4217@example.com,user4217,3682.8,S032,5,10,P1664,Medium,4092
U04218,TXN104218,North,2025-08-26,Home,2394.0,Failed,Pune,59,Premium,2025-08-26 12:17:00,user4218@example.com,user4218,1197.0,S093,2,25,P7773,Medium,1596
U04219,TXN104219,East,2025-10-20,Sports,4519.0,Refunded,Delhi,26,Free,2025-10-20 08:05:00,user4219@example.com,user4219,4519.0,S057,1,0,P6669,Urgent,4519
U04220,TXN104220,East,2025-05-18,Books,13584.0,Completed,Kolkata,28,Free,2025-05-18 02:04:00,user4220@example.com,user4220,3396.0,S022,4,0,P1259,Urgent,3396
U04221,TXN104221,West,2025-10-11,Fashion,20314.8,Completed,Kolkata,21,Premium,2025-10-11 17:22:00,user4221@example.com,user4221,2257.2,S041,9,10,P9207,Urgent,2508
U04222,TXN104222,West,2026-01-07,Books,7560.0,Refunded,Pune,24,Basic,2026-01-07 17:27:00,user4222@example.com,user4222,1080.0,S024,7,0,P9311,High,1080
U04223,TXN104223,North,2025-12-07,Books,26294.4,Pending,Jaipur,47,Premium,2025-12-07 11:00:00,user4223@example.com,user4223,3286.8,S039,8,10,P5061,Urgent,3652
U04224,TXN104224,West,2025-03-28,Books,11169.0,Completed,Kolkata,33,Premium,2025-03-28 01:44:00,user4224@example.com,user4224,1116.9,S034,10,10,P3606,Low,1241
