userid,transaction,region,transaction_date,product_category,total_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price,final_price
U03879,TXN103879,West,2025-09-24,Fashion,10430.35,Refunded,Kolkata,32,Premium,2025-09-24 06:58:00,user3879@example.com,user3879,1490.05,S081,7,15,P2891,Low,1753.0,2068.54
U03880,TXN103880,East,2025-02-12,Books,31995.0,Completed,Delhi,43,Free,2025-02-12 17:46:00,user3880@example.com,user3880,3555.0,S063,9,25,P8932,Low,4740.0,5593.2
U03881,TXN103881,East,2025-03-04,Grocery,7003.4,Completed,Chennai,44,Free,2025-03-04 07:30:00,user3881@example.com,user3881,1750.85,S023,4,5,P5053,Low,1843.0,2174.74
U03882,TXN103882,South,2025-11-09,Sports,1982.2,Pending,Chennai,41,Premium,2025-11-09 18:25:00,user3882@example.com,user3882,495.55,S071,4,15,P4468,Medium,583.0,687.94
U03883,TXN103883,West,2025-08-03,Grocery,3400.0,Completed,Hyderabad,24,Free,2025-08-03 09:40:00,user3883@example.com,user3883,3400.0,S096,1,20,P3009,High,4250.0,5015.0
U03884,TXN103884,South,2025-01-18,Fashion,2598.4,Failed,Jaipur,48,Free,2025-01-18 19:26:00,user3884@example.com,user3884,2598.4,S063,1,20,P9851,Medium,3248.0,3832.64
U03885,TXN103885,West,2025-09-05,Books,1253.7,Refunded,Jaipur,49,Premium,2025-09-05 03:36:00,user3885@example.com,user3885,417.9,S013,3,30,P9273,Urgent,597.0,704.46
U03886,TXN103886,South,2026-03-21,Electronics,10941.75,Pending,Delhi,37,Free,2026-03-21 07:10:00,user3886@example.com,user3886,1215.75,S068,9,25,P4265,Urgent,1621.0,1912.78
U03887,TXN103887,South,2025-12-30,Grocery,3080.85,Completed,Hyderabad,52,Premium,2025-12-30 08:17:00,user3887@example.com,user3887,3080.85,S053,1,5,P5094,High,3243.0,3826.74
U03888,TXN103888,West,2025-02-07,Home,15408.0,Failed,Kolkata,29,Basic,2025-02-07 14:47:00,user3888@example.com,user3888,1540.8,S030,10,10,P9715,Medium,1712.0,2020.16
U03889,TXN103889,East,2025-11-16,Home,534.0,Refunded,Pune,58,Free,2025-11-16 13:45:00,user3889@example.com,user3889,267.0,S057,2,0,P1946,Urgent,267.0,315.06
U03890,TXN103890,North,2025-05-19,Books,11116.8,Completed,Chennai,33,Basic,2025-05-19 04:25:00,user3890@example.com,user3890,1852.8,S084,6,20,P8645,Low,2316.0,2732.88
U03891,TXN103891,West,2026-01-10,Sports,21874.5,Failed,Bengaluru,63,Basic,2026-01-10 05:37:00,user3891@example.com,user3891,3645.75,S020,6,25,P9256,Low,4861.0,5735.98
U03892,TXN103892,West,2025-09-26,Fashion,12972.0,Completed,Bengaluru,30,Free,2025-09-26 04:48:00,user3892@example.com,user3892,4324.0,S018,3,0,P4482,Low,4324.0,5102.32
U03893,TXN103893,North,2025-09-18,Electronics,7505.0,Failed,Chennai,35,Basic,2025-09-18 20:31:00,user3893@example.com,user3893,3752.5,S013,2,5,P4258,High,3950.0,4661.0
U03894,TXN103894,West,2025-04-20,Fashion,39088.0,Completed,Mumbai,20,Basic,2025-04-20 10:00:00,user3894@example.com,user3894,3908.8,S099,10,20,P6722,Low,4886.0,5765.48
U03895,TXN103895,North,2025-02-05,Grocery,10209.6,Completed,Mumbai,36,Basic,2025-02-05 17:55:00,user3895@example.com,user3895,1701.6,S089,6,20,P6352,Medium,2127.0,2509.86
U03896,TXN103896,West,2025-12-21,Grocery,8048.4,Refunded,Kolkata,54,Premium,2025-12-21 06:58:00,user3896@example.com,user3896,2682.8,S097,3,5,P8257,Urgent,2824.0,3332.32
U03897,TXN103897,South,2026-04-17,Home,11280.0,Completed,Chennai,60,Basic,2026-04-17 14:12:00,user3897@example.com,user3897,1880.0,S015,6,20,P5462,Medium,2350.0,2773.0
U03898,TXN103898,South,2026-01-30,Fashion,2820.0,Completed,Chennai,25,Premium,2026-01-30 20:51:00,user3898@example.com,user3898,282.0,S025,10,25,P6781,Medium,376.0,443.68
U03899,TXN103899,South,2026-04-21,Electronics,1318.35,Completed,Mumbai,61,Basic,2026-04-21 01:46:00,user3899@example.com,user3899,439.45,S093,3,15,P1216,Low,517.0,610.06
U03900,TXN103900,East,2025-08-09,Electronics,2886.1,Pending,Bengaluru,56,Premium,2025-08-09 21:15:00,user3900@example.com,user3900,2886.1,S075,1,30,P4039,High,4123.0,4865.14
U03901,TXN103901,South,2025-03-02,Fashion,9379.75,Failed,Delhi,45,Basic,2025-03-02 22:28:00,user3901@example.com,user3901,1875.95,S061,5,15,P6122,Urgent,2207.0,2604.26
U03902,TXN103902,East,2025-03-29,Fashion,9784.35,Refunded,Bengaluru,55,Free,2025-03-29 04:21:00,user3902@example.com,user3902,1087.15,S079,9,15,P8322,Medium,1279.0,1509.22
U03903,TXN103903,West,2026-03-06,Sports,37462.05,Failed,Mumbai,37,Basic,2026-03-06 11:21:00,user3903@example.com,user3903,4162.45,S029,9,15,P6431,High,4897.0,5778.46
U03904,TXN103904,West,2026-03-12,Books,11723.0,Failed,Mumbai,53,Free,2026-03-12 10:58:00,user3904@example.com,user3904,1172.3,S049,10,5,P1723,Urgent,1234.0,1456.12
U03905,TXN103905,South,2026-03-22,Grocery,11584.3,Failed,Delhi,55,Free,2026-03-22 16:27:00,user3905@example.com,user3905,1654.9,S098,7,5,P4322,Low,1742.0,2055.56
U03906,TXN103906,South,2025-11-12,Books,20209.35,Pending,Mumbai,36,Premium,2025-11-12 16:44:00,user3906@example.com,user3906,2887.05,S067,7,5,P3196,Urgent,3039.0,3586.02
U03907,TXN103907,West,2025-04-29,Electronics,18873.0,Completed,Kolkata,20,Basic,2025-04-29 05:33:00,user3907@example.com,user3907,3145.5,S072,6,25,P6216,High,4194.0,4948.92
U03908,TXN103908,East,2025-12-24,Fashion,6624.0,Completed,Hyderabad,28,Basic,2025-12-24 17:45:00,user3908@example.com,user3908,828.0,S053,8,25,P6245,Medium,1104.0,1302.72
U03909,TXN103909,South,2025-04-18,Electronics,7061.6,Pending,Hyderabad,34,Premium,2025-04-18 07:32:00,user3909@example.com,user3909,1008.8,S030,7,20,P1775,High,1261.0,1487.98
U03910,TXN103910,West,2026-04-20,Fashion,32727.5,Failed,Pune,66,Basic,2026-04-20 15:27:00,user3910@example.com,user3910,3272.75,S029,10,5,P9326,Low,3445.0,4065.1
U03911,TXN103911,West,2025-06-15,Home,1598.4,Completed,Bengaluru,65,Free,2025-06-15 15:58:00,user3911@example.com,user3911,1598.4,S039,1,10,P3253,Urgent,1776.0,2095.68
U03912,TXN103912,West,2025-07-05,Home,6849.5,Completed,Bengaluru,27,Basic,2025-07-05 18:24:00,user3912@example.com,user3912,684.95,S026,10,5,P9637,High,721.0,850.78
U03913,TXN103913,North,2026-02-01,Home,14964.0,Refunded,Mumbai,59,Basic,2026-02-01 18:03:00,user3913@example.com,user3913,3741.0,S043,4,0,P3213,Low,3741.0,4414.38
U03914,TXN103914,East,2025-07-20,Fashion,20241.9,Refunded,Bengaluru,55,Premium,2025-07-20 11:20:00,user3914@example.com,user3914,2891.7,S087,7,15,P5471,Low,3402.0,4014.36
U03915,TXN103915,South,2025-09-11,Sports,16678.4,Completed,Delhi,66,Basic,2025-09-11 05:22:00,user3915@example.com,user3915,2084.8,S029,8,20,P2064,Medium,2606.0,3075.08
U03916,TXN103916,South,2025-12-26,Electronics,10806.75,Refunded,Chennai,21,Free,2025-12-26 21:41:00,user3916@example.com,user3916,1200.75,S074,9,25,P2631,Urgent,1601.0,1889.18
U03917,TXN103917,South,2025-07-30,Fashion,11637.0,Refunded,Hyderabad,42,Free,2025-07-30 10:58:00,user3917@example.com,user3917,2909.25,S038,4,25,P2283,Urgent,3879.0,4577.22
U03918,TXN103918,North,2025-01-31,Books,13053.6,Pending,Mumbai,21,Free,2025-01-31 04:36:00,user3918@example.com,user3918,1864.8,S056,7,30,P7572,Low,2664.0,3143.52
U03919,TXN103919,North,2026-03-26,Fashion,8661.6,Failed,Pune,53,Basic,2026-03-26 15:09:00,user3919@example.com,user3919,2887.2,S071,3,20,P1329,Low,3609.0,4258.62
U03920,TXN103920,West,2025-10-06,Books,9150.75,Pending,Delhi,25,Premium,2025-10-06 18:39:00,user3920@example.com,user3920,1307.25,S043,7,25,P3011,Medium,1743.0,2056.74
U03921,TXN103921,West,2026-02-19,Sports,18772.25,Completed,Hyderabad,63,Basic,2026-02-19 10:16:00,user3921@example.com,user3921,2681.75,S013,7,15,P7395,Low,3155.0,3722.9
U03922,TXN103922,West,2026-02-11,Books,20210.0,Completed,Bengaluru,26,Basic,2026-02-11 16:59:00,user3922@example.com,user3922,4042.0,S031,5,0,P6063,Urgent,4042.0,4769.56
U03923,TXN103923,West,2025-09-27,Electronics,9020.2,Completed,Hyderabad,43,Premium,2025-09-27 16:49:00,user3923@example.com,user3923,2255.05,S072,4,15,P7983,Medium,2653.0,3130.54
U03924,TXN103924,East,2025-12-17,Books,7315.2,Refunded,Hyderabad,55,Free,2025-12-17 07:48:00,user3924@example.com,user3924,914.4,S035,8,20,P7568,Low,1143.0,1348.74
U03925,TXN103925,South,2025-07-04,Home,796.1,Refunded,Kolkata,35,Premium,2025-07-04 10:57:00,user3925@example.com,user3925,398.05,S076,2,5,P4371,Low,419.0,494.42
U03926,TXN103926,East,2025-01-11,Sports,10480.5,Failed,Hyderabad,42,Basic,2025-01-11 04:11:00,user3926@example.com,user3926,3493.5,S042,3,25,P8944,Medium,4658.0,5496.44
U03927,TXN103927,South,2026-04-25,Books,7569.25,Pending,Jaipur,60,Premium,2026-04-25 10:35:00,user3927@example.com,user3927,1513.85,S059,5,15,P8230,High,1781.0,2101.58
U03928,TXN103928,North,2025-01-21,Books,6366.6,Pending,Chennai,53,Premium,2025-01-21 13:22:00,user3928@example.com,user3928,1061.1,S058,6,10,P7340,Medium,1179.0,1391.22
U03929,TXN103929,East,2025-06-10,Electronics,11011.2,Completed,Kolkata,40,Free,2025-06-10 15:23:00,user3929@example.com,user3929,1835.2,S051,6,20,P4624,Low,2294.0,2706.92
U03930,TXN103930,East,2025-06-16,Sports,20665.6,Failed,Pune,58,Premium,2025-06-16 20:44:00,user3930@example.com,user3930,2583.2,S098,8,20,P8649,Low,3229.0,3810.22
U03931,TXN103931,East,2025-03-12,Fashion,2496.0,Refunded,Hyderabad,31,Basic,2025-03-12 13:48:00,user3931@example.com,user3931,416.0,S023,6,0,P9094,Medium,416.0,490.88
U03932,TXN103932,North,2025-12-14,Home,2306.9,Refunded,Pune,33,Free,2025-12-14 17:37:00,user3932@example.com,user3932,2306.9,S086,1,15,P8058,High,2714.0,3202.52
U03933,TXN103933,South,2026-03-21,Home,3439.5,Pending,Bengaluru,41,Basic,2026-03-21 19:09:00,user3933@example.com,user3933,1719.75,S084,2,25,P5435,Medium,2293.0,2705.74
U03934,TXN103934,West,2025-05-22,Home,23825.0,Completed,Kolkata,38,Basic,2025-05-22 13:43:00,user3934@example.com,user3934,4765.0,S076,5,0,P3221,High,4765.0,5622.7
U03935,TXN103935,South,2026-04-04,Fashion,21911.4,Pending,Bengaluru,62,Premium,2026-04-04 14:34:00,user3935@example.com,user3935,3130.2,S082,7,10,P1630,Urgent,3478.0,4104.04
U03936,TXN103936,East,2026-03-29,Home,18175.5,Pending,Chennai,37,Free,2026-03-29 19:31:00,user3936@example.com,user3936,2019.5,S003,9,30,P3693,Low,2885.0,3404.3
U03937,TXN103937,West,2025-08-03,Home,14753.5,Pending,Kolkata,32,Basic,2025-08-03 15:14:00,user3937@example.com,user3937,1475.35,S002,10,5,P4753,Medium,1553.0,1832.54
U03938,TXN103938,North,2025-07-26,Electronics,6542.0,Pending,Delhi,57,Free,2025-07-26 22:40:00,user3938@example.com,user3938,3271.0,S006,2,0,P5121,High,3271.0,3859.78
U03939,TXN103939,North,2025-01-31,Sports,1361.7,Pending,Kolkata,38,Premium,2025-01-31 08:26:00,user3939@example.com,user3939,1361.7,S027,1,15,P9247,High,1602.0,1890.36
U03940,TXN103940,East,2025-08-13,Electronics,7851.2,Refunded,Delhi,28,Premium,2025-08-13 22:53:00,user3940@example.com,user3940,1962.8,S078,4,30,P4495,High,2804.0,3308.72
U03941,TXN103941,South,2025-09-30,Books,8752.5,Refunded,Mumbai,53,Premium,2025-09-30 15:52:00,user3941@example.com,user3941,2917.5,S024,3,25,P8252,High,3890.0,4590.2
U03942,TXN103942,West,2025-06-01,Home,1958.4,Completed,Jaipur,53,Free,2025-06-01 00:55:00,user3942@example.com,user3942,979.2,S006,2,15,P2177,Medium,1152.0,1359.36
U03943,TXN103943,South,2025-02-10,Home,2258.9,Completed,Mumbai,31,Basic,2025-02-10 15:46:00,user3943@example.com,user3943,2258.9,S094,1,30,P4771,Low,3227.0,3807.86
U03944,TXN103944,North,2025-09-04,Electronics,2860.2,Refunded,Chennai,54,Basic,2025-09-04 00:56:00,user3944@example.com,user3944,408.6,S021,7,10,P6120,Low,454.0,535.72
U03945,TXN103945,East,2025-05-24,Fashion,2837.1,Pending,Hyderabad,39,Free,2025-05-24 17:09:00,user3945@example.com,user3945,2837.1,S035,1,30,P9976,High,4053.0,4782.54
U03946,TXN103946,South,2025-10-02,Fashion,16178.4,Failed,Kolkata,44,Basic,2025-10-02 09:22:00,user3946@example.com,user3946,2696.4,S056,6,10,P6818,Urgent,2996.0,3535.28
U03947,TXN103947,North,2025-12-28,Home,8267.0,Refunded,Bengaluru,36,Basic,2025-12-28 07:07:00,user3947@example.com,user3947,826.7,S090,10,30,P8054,High,1181.0,1393.58
U03948,TXN103948,West,2025-06-19,Home,9194.1,Completed,Delhi,23,Basic,2025-06-19 04:09:00,user3948@example.com,user3948,3064.7,S043,3,5,P7251,Urgent,3226.0,3806.68
U03949,TXN103949,North,2025-01-16,Books,3845.1,Pending,Bengaluru,49,Premium,2025-01-16 05:04:00,user3949@example.com,user3949,1281.7,S084,3,30,P3490,Low,1831.0,2160.58
U03950,TXN103950,South,2025-12-23,Electronics,8082.9,Completed,Jaipur,55,Premium,2025-12-23 03:20:00,user3950@example.com,user3950,898.1,S009,9,30,P2258,Urgent,1283.0,1513.94
U03951,TXN103951,North,2025-02-16,Grocery,13763.25,Refunded,Jaipur,48,Premium,2025-02-16 01:53:00,user3951@example.com,user3951,1529.25,S033,9,25,P8593,Low,2039.0,2406.02
U03952,TXN103952,West,2026-02-05,Grocery,9295.2,Refunded,Chennai,50,Basic,2026-02-05 22:53:00,user3952@example.com,user3952,1161.9,S029,8,10,P7322,Urgent,1291.0,1523.38
U03953,TXN103953,West,2025-02-26,Books,18168.0,Failed,Hyderabad,43,Free,2025-02-26 23:00:00,user3953@example.com,user3953,1816.8,S068,10,20,P4822,High,2271.0,2679.78
U03954,TXN103954,North,2025-01-21,Fashion,4250.0,Failed,Delhi,37,Free,2025-01-21 10:32:00,user3954@example.com,user3954,2125.0,S050,2,0,P7937,Urgent,2125.0,2507.5
U03955,TXN103955,West,2025-12-09,Fashion,5557.5,Completed,Delhi,25,Premium,2025-12-09 22:44:00,user3955@example.com,user3955,555.75,S042,10,5,P6380,Medium,585.0,690.3
U03956,TXN103956,East,2025-01-16,Grocery,6841.8,Refunded,Chennai,26,Premium,2025-01-16 23:13:00,user3956@example.com,user3956,2280.6,S066,3,10,P2906,Urgent,2534.0,2990.12
U03957,TXN103957,West,2025-06-07,Electronics,11474.4,Refunded,Delhi,69,Free,2025-06-07 13:43:00,user3957@example.com,user3957,1434.3,S084,8,30,P7255,High,2049.0,2417.82
U03958,TXN103958,North,2025-10-15,Books,396.0,Failed,Hyderabad,42,Premium,2025-10-15 03:48:00,user3958@example.com,user3958,132.0,S076,3,25,P5512,Low,176.0,207.68
U03959,TXN103959,West,2026-03-23,Books,9558.25,Failed,Bengaluru,59,Basic,2026-03-23 23:27:00,user3959@example.com,user3959,1911.65,S097,5,15,P4345,Medium,2249.0,2653.82
U03960,TXN103960,East,2025-09-11,Electronics,3640.0,Failed,Mumbai,23,Free,2025-09-11 18:44:00,user3960@example.com,user3960,455.0,S031,8,30,P2769,Urgent,650.0,767.0
U03961,TXN103961,North,2025-12-22,Electronics,16365.9,Pending,Hyderabad,55,Premium,2025-12-22 12:55:00,user3961@example.com,user3961,2727.65,S019,6,15,P9374,Urgent,3209.0,3786.62
U03962,TXN103962,South,2025-10-08,Sports,6211.8,Pending,Jaipur,34,Free,2025-10-08 19:27:00,user3962@example.com,user3962,2070.6,S049,3,30,P4275,Low,2958.0,3490.44
U03963,TXN103963,West,2026-03-14,Home,9410.0,Completed,Hyderabad,32,Premium,2026-03-14 12:51:00,user3963@example.com,user3963,4705.0,S019,2,0,P1116,Medium,4705.0,5551.9
U03964,TXN103964,South,2025-09-25,Fashion,16085.4,Completed,Pune,48,Basic,2025-09-25 04:29:00,user3964@example.com,user3964,4021.35,S095,4,5,P2124,Medium,4233.0,4994.94
U03965,TXN103965,South,2025-04-12,Home,11392.0,Pending,Mumbai,24,Free,2025-04-12 04:16:00,user3965@example.com,user3965,1139.2,S037,10,20,P5314,Low,1424.0,1680.32
U03966,TXN103966,East,2026-03-09,Sports,25480.0,Refunded,Pune,40,Free,2026-03-09 02:39:00,user3966@example.com,user3966,2548.0,S061,10,30,P5930,Medium,3640.0,4295.2
U03967,TXN103967,East,2025-07-30,Home,7481.6,Pending,Hyderabad,49,Premium,2025-07-30 23:09:00,user3967@example.com,user3967,1870.4,S005,4,20,P3461,High,2338.0,2758.84
U03968,TXN103968,East,2025-02-05,Grocery,2063.4,Failed,Pune,64,Free,2025-02-05 20:43:00,user3968@example.com,user3968,2063.4,S046,1,5,P5483,High,2172.0,2562.96
U03969,TXN103969,North,2025-10-09,Books,17503.2,Pending,Mumbai,46,Premium,2025-10-09 13:42:00,user3969@example.com,user3969,2187.9,S092,8,15,P7842,High,2574.0,3037.32
U03970,TXN103970,East,2025-05-05,Books,3517.85,Completed,Hyderabad,35,Basic,2025-05-05 07:57:00,user3970@example.com,user3970,502.55,S071,7,5,P1049,Urgent,529.0,624.22
U03971,TXN103971,East,2025-05-05,Fashion,12066.0,Failed,Hyderabad,65,Premium,2025-05-05 00:49:00,user3971@example.com,user3971,4022.0,S038,3,0,P6502,High,4022.0,4745.96
U03972,TXN103972,East,2026-03-26,Grocery,3268.0,Pending,Hyderabad,69,Free,2026-03-26 10:46:00,user3972@example.com,user3972,653.6,S069,5,5,P2997,Low,688.0,811.84
U03973,TXN103973,East,2025-03-03,Grocery,17095.2,Refunded,Delhi,44,Premium,2025-03-03 16:35:00,user3973@example.com,user3973,2136.9,S090,8,15,P5823,Low,2514.0,2966.52
U03974,TXN103974,South,2025-10-19,Sports,14342.3,Completed,Mumbai,60,Basic,2025-10-19 17:01:00,user3974@example.com,user3974,2048.9,S071,7,30,P1554,Urgent,2927.0,3453.86
U03975,TXN103975,East,2026-02-24,Fashion,20249.55,Pending,Jaipur,54,Free,2026-02-24 13:34:00,user3975@example.com,user3975,2249.95,S047,9,15,P5396,Urgent,2647.0,3123.46
U03976,TXN103976,West,2026-01-10,Grocery,3929.6,Failed,Delhi,53,Premium,2026-01-10 16:56:00,user3976@example.com,user3976,3929.6,S058,1,20,P7645,Urgent,4912.0,5796.16
U03977,TXN103977,West,2025-10-20,Fashion,4811.75,Completed,Hyderabad,56,Premium,2025-10-20 19:58:00,user3977@example.com,user3977,962.35,S002,5,5,P5432,Medium,1013.0,1195.34
U03978,TXN103978,East,2025-11-14,Sports,3527.35,Refunded,Kolkata,47,Free,2025-11-14 22:08:00,user3978@example.com,user3978,3527.35,S069,1,5,P8653,Low,3713.0,4381.34
U03979,TXN103979,East,2026-03-06,Fashion,15108.75,Completed,Jaipur,25,Basic,2026-03-06 12:43:00,user3979@example.com,user3979,3021.75,S074,5,25,P9210,Urgent,4029.0,4754.22
U03980,TXN103980,South,2026-01-30,Grocery,8150.1,Refunded,Mumbai,51,Basic,2026-01-30 17:01:00,user3980@example.com,user3980,2716.7,S030,3,30,P1275,Urgent,3881.0,4579.58
U03981,TXN103981,West,2025-06-25,Fashion,4847.4,Refunded,Bengaluru,43,Premium,2025-06-25 01:26:00,user3981@example.com,user3981,2423.7,S032,2,10,P1615,High,2693.0,3177.74
U03982,TXN103982,West,2025-10-10,Sports,8897.8,Completed,Pune,52,Premium,2025-10-10 02:36:00,user3982@example.com,user3982,2224.45,S086,4,15,P9857,Urgent,2617.0,3088.06
U03983,TXN103983,East,2026-01-11,Grocery,3157.0,Pending,Bengaluru,23,Basic,2026-01-11 13:01:00,user3983@example.com,user3983,3157.0,S057,1,30,P9139,High,4510.0,5321.8
U03984,TXN103984,North,2025-10-07,Fashion,20580.0,Failed,Chennai,69,Premium,2025-10-07 20:42:00,user3984@example.com,user3984,3430.0,S089,6,30,P9552,High,4900.0,5782.0
U03985,TXN103985,South,2025-10-06,Books,2956.5,Refunded,Pune,20,Free,2025-10-06 00:00:00,user3985@example.com,user3985,328.5,S022,9,25,P6560,Medium,438.0,516.84
U03986,TXN103986,North,2025-12-31,Grocery,4214.4,Pending,Mumbai,30,Premium,2025-12-31 05:28:00,user3986@example.com,user3986,2107.2,S027,2,20,P1912,High,2634.0,3108.12
U03987,TXN103987,South,2025-01-21,Fashion,1454.6,Refunded,Bengaluru,66,Basic,2025-01-21 03:55:00,user3987@example.com,user3987,1454.6,S004,1,30,P6815,Low,2078.0,2452.04
U03988,TXN103988,South,2025-07-13,Books,42590.0,Completed,Bengaluru,36,Premium,2025-07-13 12:36:00,user3988@example.com,user3988,4259.0,S006,10,0,P8290,Urgent,4259.0,5025.62
U03989,TXN103989,South,2026-03-24,Home,5801.25,Pending,Bengaluru,70,Free,2026-03-24 18:04:00,user3989@example.com,user3989,828.75,S035,7,25,P6206,Medium,1105.0,1303.9
U03990,TXN103990,North,2026-04-14,Sports,13875.4,Refunded,Kolkata,49,Basic,2026-04-14 00:06:00,user3990@example.com,user3990,3468.85,S048,4,15,P2149,Low,4081.0,4815.58
U03991,TXN103991,West,2025-05-26,Grocery,691.5,Refunded,Chennai,47,Free,2025-05-26 18:36:00,user3991@example.com,user3991,691.5,S035,1,25,P8117,Medium,922.0,1087.96
U03992,TXN103992,North,2025-11-17,Sports,27369.5,Failed,Hyderabad,59,Free,2025-11-17 01:39:00,user3992@example.com,user3992,2736.95,S026,10,5,P6561,Medium,2881.0,3399.58
U03993,TXN103993,North,2025-05-10,Grocery,3372.8,Failed,Kolkata,24,Basic,2025-05-10 08:19:00,user3993@example.com,user3993,843.2,S004,4,15,P5472,Low,992.0,1170.56
U03994,TXN103994,South,2025-04-10,Fashion,14851.2,Pending,Kolkata,35,Free,2025-04-10 01:46:00,user3994@example.com,user3994,2121.6,S035,7,20,P2883,Low,2652.0,3129.36
U03995,TXN103995,West,2025-02-06,Electronics,13145.25,Completed,Pune,41,Free,2025-02-06 11:31:00,user3995@example.com,user3995,2629.05,S073,5,15,P2162,Low,3093.0,3649.74
U03996,TXN103996,West,2025-10-11,Sports,23657.2,Failed,Delhi,65,Basic,2025-10-11 06:17:00,user3996@example.com,user3996,3379.6,S070,7,30,P2490,Low,4828.0,5697.04
U03997,TXN103997,East,2026-02-28,Electronics,8790.0,Refunded,Kolkata,28,Free,2026-02-28 16:36:00,user3997@example.com,user3997,1758.0,S064,5,25,P4424,Urgent,2344.0,2765.92
U03998,TXN103998,South,2025-11-08,Fashion,12726.0,Failed,Chennai,56,Basic,2025-11-08 07:13:00,user3998@example.com,user3998,2545.2,S083,5,10,P7781,Low,2828.0,3337.04
U03999,TXN103999,East,2025-09-20,Fashion,29188.8,Refunded,Pune,43,Premium,2025-09-20 18:32:00,user3999@example.com,user3999,3648.6,S064,8,10,P4089,High,4054.0,4783.72
U04000,TXN104000,North,2026-04-30,Books,1899.75,Pending,Mumbai,70,Premium,2026-04-30 18:02:00,user4000@example.com,user4000,633.25,S059,3,15,P1673,High,745.0,879.1
U04001,TXN104001,South,2026-01-02,Electronics,15008.0,Pending,Chennai,43,Premium,2026-01-02 19:57:00,user4001@example.com,user4001,3752.0,S034,4,20,P2152,Urgent,4690.0,5534.2
U04002,TXN104002,North,2026-04-20,Grocery,1463.25,Completed,Pune,38,Basic,2026-04-20 23:26:00,user4002@example.com,user4002,1463.25,S008,1,25,P1928,Urgent,1951.0,2302.18
U04003,TXN104003,South,2025-06-06,Grocery,7207.2,Completed,Jaipur,50,Free,2025-06-06 06:49:00,user4003@example.com,user4003,1029.6,S066,7,20,P2224,Urgent,1287.0,1518.66
U04004,TXN104004,North,2026-03-31,Home,18791.5,Failed,Mumbai,52,Premium,2026-03-31 09:23:00,user4004@example.com,user4004,2684.5,S084,7,30,P5188,Low,3835.0,4525.3
U04005,TXN104005,East,2025-12-18,Grocery,1403.25,Pending,Kolkata,45,Premium,2025-12-18 10:05:00,user4005@example.com,user4005,1403.25,S099,1,25,P8744,Low,1871.0,2207.78
U04006,TXN104006,West,2025-09-26,Grocery,2526.0,Completed,Kolkata,55,Premium,2025-09-26 01:57:00,user4006@example.com,user4006,2526.0,S079,1,0,P5577,Low,2526.0,2980.68
U04007,TXN104007,West,2025-04-29,Sports,11926.35,Completed,Chennai,65,Free,2025-04-29 08:59:00,user4007@example.com,user4007,1325.15,S032,9,15,P2403,High,1559.0,1839.62
U04008,TXN104008,North,2025-06-14,Fashion,3002.4,Refunded,Pune,36,Free,2025-06-14 00:21:00,user4008@example.com,user4008,3002.4,S087,1,20,P8721,High,3753.0,4428.54
U04009,TXN104009,South,2025-01-05,Sports,26838.0,Pending,Bengaluru,49,Basic,2025-01-05 16:37:00,user4009@example.com,user4009,3834.0,S046,7,10,P9562,Low,4260.0,5026.8
U04010,TXN104010,South,2026-03-29,Books,13184.0,Refunded,Kolkata,40,Premium,2026-03-29 20:24:00,user4010@example.com,user4010,3296.0,S068,4,0,P4349,Low,3296.0,3889.28
U04011,TXN104011,North,2025-03-12,Books,9108.0,Pending,Delhi,30,Basic,2025-03-12 20:37:00,user4011@example.com,user4011,1012.0,S047,9,20,P9493,Urgent,1265.0,1492.7
U04012,TXN104012,South,2026-02-12,Sports,4759.5,Refunded,Pune,68,Basic,2026-02-12 16:37:00,user4012@example.com,user4012,793.25,S090,6,5,P3426,Urgent,835.0,985.3
U04013,TXN104013,North,2025-06-14,Home,867.2,Completed,Kolkata,43,Basic,2025-06-14 14:57:00,user4013@example.com,user4013,433.6,S091,2,20,P7810,Medium,542.0,639.56
U04014,TXN104014,South,2026-02-04,Electronics,5189.1,Refunded,Kolkata,18,Basic,2026-02-04 07:59:00,user4014@example.com,user4014,1729.7,S068,3,30,P1139,High,2471.0,2915.78
U04015,TXN104015,North,2025-03-19,Sports,3715.2,Pending,Chennai,41,Free,2025-03-19 10:04:00,user4015@example.com,user4015,928.8,S005,4,10,P4986,Medium,1032.0,1217.76
U04016,TXN104016,North,2026-02-16,Sports,4191.0,Pending,Mumbai,23,Premium,2026-02-16 20:47:00,user4016@example.com,user4016,1397.0,S026,3,0,P3179,Urgent,1397.0,1648.46
U04017,TXN104017,North,2026-01-14,Grocery,17381.2,Refunded,Mumbai,21,Free,2026-01-14 02:45:00,user4017@example.com,user4017,4345.3,S089,4,5,P5135,High,4574.0,5397.32
U04018,TXN104018,West,2026-04-22,Sports,5278.5,Pending,Delhi,46,Basic,2026-04-22 00:52:00,user4018@example.com,user4018,1759.5,S022,3,15,P6160,Medium,2070.0,2442.6
U04019,TXN104019,North,2026-03-09,Grocery,30822.75,Pending,Mumbai,43,Free,2026-03-09 20:17:00,user4019@example.com,user4019,4403.25,S073,7,5,P2038,Medium,4635.0,5469.3
U04020,TXN104020,North,2025-08-30,Home,16992.0,Failed,Kolkata,33,Premium,2025-08-30 09:48:00,user4020@example.com,user4020,1699.2,S058,10,20,P6402,Medium,2124.0,2506.32
